Week End,Show,Type,Theatre,Grosses,Attend,% Cap
1/9/2022,TO KILL A MOCKINGBIRD,Play,Shubert,362366,4462,0.44
1/16/2022,TO KILL A MOCKINGBIRD,Play,Shubert,465524,5491,0.48
1/2/2022,TO KILL A MOCKINGBIRD,Play,Shubert,1563314,10064,0.88
10/2/2022,TOPDOG / UNDERDOG 2022,Play,Golden,228761,4704,0.73
10/9/2022,TOPDOG / UNDERDOG 2022,Play,Golden,218779,4644,0.72
10/16/2022,TOPDOG / UNDERDOG 2022,Play,Golden,220016,5503,0.86
10/23/2022,TOPDOG / UNDERDOG 2022,Play,Golden,238058,4614,0.72
10/30/2022,TOPDOG / UNDERDOG 2022,Play,Golden,277846,4394,0.68
11/6/2022,TOPDOG / UNDERDOG 2022,Play,Golden,260677,3439,0.54
11/13/2022,TOPDOG / UNDERDOG 2022,Play,Golden,306899,3994,0.62
11/20/2022,TOPDOG / UNDERDOG 2022,Play,Golden,265167,3388,0.53
11/27/2022,TOPDOG / UNDERDOG 2022,Play,Golden,216121,2814,0.44
12/4/2022,TOPDOG / UNDERDOG 2022,Play,Golden,301270,3637,0.57
12/11/2022,TOPDOG / UNDERDOG 2022,Play,Golden,264965,3355,0.52
12/18/2022,TOPDOG / UNDERDOG 2022,Play,Golden,257217,3307,0.52
12/25/2022,TOPDOG / UNDERDOG 2022,Play,Golden,200630,2642,0.41
1/9/2022,TROUBLE IN MIND,Play,American Airlines,273092,3709,0.64
1/2/2022,TROUBLE IN MIND,Play,American Airlines,104423,2896,0.57
10/23/2022,WALKING WITH GHOSTS,Play,Music Box,146402,3078,0.63
10/30/2022,WALKING WITH GHOSTS,Play,Music Box,176996,4211,0.62
11/6/2022,WALKING WITH GHOSTS,Play,Music Box,168378,3169,0.46
11/13/2022,WALKING WITH GHOSTS,Play,Music Box,195216,3254,0.48
11/20/2022,WALKING WITH GHOSTS,Play,Music Box,262122,4170,0.61
3/20/2022,WICKED,Musical,Gershwin,1944704,14901,1
3/13/2022,WICKED,Musical,Gershwin,1504749,13495,0.93
2/27/2022,WICKED,Musical,Gershwin,1586470,13618,0.94
3/6/2022,WICKED,Musical,Gershwin,1132287,10578,0.84
2/6/2022,WICKED,Musical,Gershwin,1136320,11387,0.9
2/13/2022,WICKED,Musical,Gershwin,1272705,12397,0.98
2/20/2022,WICKED,Musical,Gershwin,1498822,12339,0.98
1/9/2022,WICKED,Musical,Gershwin,1123096,9820,0.68
1/16/2022,WICKED,Musical,Gershwin,1088026,9726,0.67
1/23/2022,WICKED,Musical,Gershwin,1030381,10423,0.82
1/30/2022,WICKED,Musical,Gershwin,910557,9704,0.77
1/2/2022,WICKED,Musical,Gershwin,2780165,16697,0.96
3/27/2022,WICKED,Musical,Gershwin,1855219,14640,0.98
4/3/2022,WICKED,Musical,Gershwin,1739736,13949,0.96
4/10/2022,WICKED,Musical,Gershwin,1866191,14230,0.98
4/17/2022,WICKED,Musical,Gershwin,2314088,15948,0.98
4/24/2022,WICKED,Musical,Gershwin,1908644,13958,0.97
5/1/2022,WICKED,Musical,Gershwin,1196763,10609,0.73
5/8/2022,WICKED,Musical,Gershwin,1341127,11264,0.78
5/15/2022,WICKED,Musical,Gershwin,1361373,11040,0.76
5/22/2022,WICKED,Musical,Gershwin,1572052,12754,0.88
5/29/2022,WICKED,Musical,Gershwin,1780207,13662,0.95
6/5/2022,WICKED,Musical,Gershwin,1691594,13476,0.93
6/12/2022,WICKED,Musical,Gershwin,1861096,14273,0.99
6/19/2022,WICKED,Musical,Gershwin,1894999,14532,0.97
6/26/2022,WICKED,Musical,Gershwin,1968156,14702,0.98
7/3/2022,WICKED,Musical,Gershwin,1826026,13924,0.96
7/10/2022,WICKED,Musical,Gershwin,1595480,12280,0.85
7/17/2022,WICKED,Musical,Gershwin,1767432,13379,0.93
7/24/2022,WICKED,Musical,Gershwin,1846484,13867,0.96
7/31/2022,WICKED,Musical,Gershwin,1936020,14649,0.9
8/7/2022,WICKED,Musical,Gershwin,1705618,13049,0.9
8/14/2022,WICKED,Musical,Gershwin,1562630,12192,0.84
8/21/2022,WICKED,Musical,Gershwin,1590189,12694,0.88
8/28/2022,WICKED,Musical,Gershwin,1353948,11690,0.81
9/4/2022,WICKED,Musical,Gershwin,1534385,12626,0.87
9/11/2022,WICKED,Musical,Gershwin,1360100,13119,0.91
9/18/2022,WICKED,Musical,Gershwin,1414988,13349,0.92
9/25/2022,WICKED,Musical,Gershwin,1496981,14083,0.97
10/2/2022,WICKED,Musical,Gershwin,1328656,12124,0.84
10/9/2022,WICKED,Musical,Gershwin,1839357,14276,0.99
10/16/2022,WICKED,Musical,Gershwin,1726236,14504,0.97
10/23/2022,WICKED,Musical,Gershwin,1610381,13711,0.95
10/30/2022,WICKED,Musical,Gershwin,1346056,12330,0.85
11/6/2022,WICKED,Musical,Gershwin,1413132,12734,0.88
11/13/2022,WICKED,Musical,Gershwin,1704565,14094,0.97
11/20/2022,WICKED,Musical,Gershwin,1619326,13363,0.92
11/27/2022,WICKED,Musical,Gershwin,2320543,14744,0.99
12/4/2022,WICKED,Musical,Gershwin,1824793,13823,0.96
12/11/2022,WICKED,Musical,Gershwin,2083245,15237,0.99
12/18/2022,WICKED,Musical,Gershwin,2159025,15265,0.99
12/25/2022,WICKED,Musical,Gershwin,2362930,15120,0.98
